Phi,Psi,Iter
-109.704865,-40.865112,0
66.79172,20.39505,0
151.82367,9.252228,0
90.7254,155.30176,0
96.83386,-4.787079,0
-7.476181,16.751694,0
88.32501,39.83748,0
-171.42493,57.86302,0
-147.07942,79.04059,0
-113.25352,15.484528,0
-11.652374,1.8157196,0
149.36926,-6.304016,0
84.10925,166.05063,0
-83.11437,124.63077,0
62.38954,-30.378952,0
-21.922485,-63.186417,0
156.40686,-38.913773,0
-116.75452,14.536407,0
83.93689,3.2183838,0
-141.59322,-36.3322,0
158.82895,-27.656845,0
34.730103,90.44696,0
-154.94513,23.23204,0
-142.23314,-8.302811,0
-126.35197,-48.30391,0
-175.55338,-96.74374,0
115.67813,-12.665695,0
-104.72144,56.17018,0
53.02423,152.78552,0
-175.62178,-13.400269,0
53.73239,-79.092766,0
60.85031,90.25995,0
-97.95209,46.55014,0
-137.84409,-41.04149,0
60.61769,-85.758835,0
21.573593,3.5275269,0
-62.595833,12.434769,0
-28.031052,-13.045456,0
-58.724655,80.2659,0
21.917679,36.158356,0
129.86603,-7.1965637,0
22.266418,-109.57506,0
-1.715744,-3.9947968,0
26.077316,88.01019,0
141.18732,47.694443,0
-92.71865,-75.52469,0
34.15547,31.005554,0
36.36107,-159.41806,0
119.20941,-37.222794,0
-21.976883,-30.252457,0
175.55371,-113.9023,0
-54.806015,-5.5603485,0
15.785873,-11.058594,0
-20.356003,-36.138138,0
-133.4104,32.244247,0
-56.635284,4.5456085,0
-20.10823,27.792053,0
-59.529892,-0.019836426,0
-59.83548,48.29944,0
63.296997,-49.634384,0
103.85828,-0.91630554,0
-61.72532,5.713928,0
161.67502,-49.77466,0
178.8023,-5.4631195,0
-65.47672,-13.422287,0
80.271545,-41.26422,0
-117.248,53.5791,0
-5.400772,-2.4322815,0
9.944153,-36.64807,0
-28.825638,21.947937,0
51.125183,-32.6131,0
151.84732,-30.059341,0
-15.468979,-12.61821,0
-49.497147,-119.06758,0
14.614777,2.698288,0
-25.790527,19.921127,0
-163.63823,21.228867,0
177.79831,22.342072,0
-5.5494843,-23.087646,0
68.530365,68.60416,0
-14.303513,8.766159,0
-178.33626,-19.645569,0
-115.40267,61.56723,0
106.130554,-15.363754,0
52.35347,6.8739777,0
173.82153,10.722366,0
0.76034546,80.52063,0
168.99084,42.98642,0
65.733826,8.025131,0
110.02408,-30.83812,0
53.817337,-39.395844,0
-12.933411,165.39499,0
70.222534,-51.453003,0
1.4968109,2.8939514,0
-34.610794,3.4815521,0
-60.48233,52.741394,0
54.80873,-62.72605,0
111.292786,48.867966,0
-48.43785,23.50296,0
-5.3974304,1.3137665,0
142.09845,1.8030548,0
89.94885,17.698013,0
-162.90598,-12.197754,0
-39.31717,21.16011,0
-62.77559,78.93149,0
-152.59987,48.412766,0
-19.734436,-69.26069,0
-49.052017,44.55252,0
-16.198074,101.91232,0
-80.20474,-38.139465,0
-59.3919,123.95563,0
-21.54039,98.02045,0
-46.803528,-101.49978,0
-29.13823,-8.874115,0
-82.27844,-79.18152,0
-173.02303,1.5836487,0
-117.76231,6.7513733,0
132.457,-39.246063,0
24.245346,-41.994507,0
-91.793846,10.515717,0
-6.8287964,-124.12974,0
48.774765,-40.636993,0
32.00383,43.114075,0
139.47388,29.811356,0
84.78177,-12.494827,0
47.71901,-19.125992,0
-87.22198,-4.4409027,0
-154.10936,12.639969,0
170.44092,-68.12732,0
-94.67509,-46.7883,0
0.25712585,28.607712,0
79.94568,-56.516266,0
-93.69737,134.1358,0
135.81961,-3.0214844,0
52.628708,89.858795,0
-121.660995,11.207703,0
158.59372,15.517975,0
68.7854,-97.75959,0
177.93835,-21.64032,0
11.491913,23.557404,0
26.106903,-131.3478,0
-4.5194244,0.08174133,0
88.26514,-52.091858,0
-0.74076843,-51.349854,0
151.32166,20.015564,0
19.343643,6.6254425,0
-66.257164,-77.961006,0
-77.94979,98.68802,0
69.02109,-4.66687,0
-0.6084442,39.53592,0
117.84503,-3.2886505,0
-70.50695,65.65967,0
-156.73532,62.90187,0
12.737564,-146.89441,0
-90.5836,-15.222656,0
52.48886,118.58084,0
-167.47345,-85.48671,0
-0.54122925,-20.958435,0
11.731842,-1.4141083,0
38.3078,-29.909073,0
-45.034042,16.579773,0
164.242,64.14551,0
-9.778519,9.869553,0
-138.72925,31.852585,0
165.11258,-38.420975,0
-132.16074,32.950165,0
171.2934,83.568115,0
152.84137,-53.04212,0
-63.00168,71.35367,0
-138.34476,4.36734,0
63.17375,-0.31678772,0
124.451965,108.92703,0
11.512756,-7.0486755,0
-27.84401,-11.864426,0
-69.46207,11.902557,0
-169.083,-152.30234,0
89.069244,69.17821,0
81.73477,-32.639297,0
86.780334,0.86135864,0
-162.91106,39.932465,0
10.440903,-19.482544,0
47.078247,-78.111855,0
-28.373047,26.277588,0
-73.03519,-45.136444,0
-66.45904,33.528076,0
-15.720413,43.58246,0
-139.59178,47.819122,0
68.02521,-25.757446,0
-179.93294,-88.77441,0
1.3647461,28.115845,0
-17.38443,57.058594,0
-93.30179,129.07501,0
40.469208,31.486496,0
-103.338875,64.69122,0
131.39621,16.61316,0
72.89955,8.935699,0
87.84711,25.143173,0
65.05524,-45.037415,0
94.60034,1.2595978,0
-106.83271,23.789246,0
-63.33352,9.041183,0
42.5334,-102.125206,0
53.34558,-37.658936,0
-42.02272,9.069885,0
37.791046,-113.33548,0
-22.830627,93.971436,0
145.8291,-13.443192,0
12.762207,-16.764801,0
15.088913,-39.232666,0
81.475525,16.55069,0
86.25986,8.7326355,0
175.52667,0.16035461,0
-39.663635,-24.759903,0
-5.067993,-24.675415,0
-147.45723,14.887512,0
-145.61829,31.944977,0
-39.572845,178.84937,0
150.10257,41.161102,0
88.94345,5.6655884,0
-115.98953,-82.47508,0
-122.11941,-19.203476,0
-116.75535,64.306244,0
-120.16223,117.25754,0
-47.02295,51.63591,0
-6.174637,8.01976,0
-167.70576,-10.070511,0
30.553986,15.76358,0
-143.51122,-8.3745575,0
-70.23248,149.8537,0
-26.04602,-3.1756287,0
-141.1743,32.43312,0
87.17206,-9.861542,0
-82.45817,-17.953522,0
-91.3603,20.21997,0
-91.58247,69.49042,0
37.23477,49.10434,0
44.37361,-11.461182,0
147.06726,16.447601,0
109.85626,-62.38163,0
-84.34493,9.652863,0
-90.01732,-65.18632,0
65.579636,-33.075745,0
-178.59763,42.851685,0
-57.958725,-169.51677,0
-138.22322,-20.305786,0
-94.9301,-53.98803,0
-84.81202,93.3761,0
54.875015,-45.876602,0
-19.805939,-1.9493408,0
-20.322601,-89.87766,0
110.82709,121.254425,0
-39.181686,98.80109,0
80.56793,-77.95774,0
27.113663,-133.85083,0
57.107513,-37.72151,0
-43.318863,-158.4695,0
-71.24045,0.037857056,0
-86.76848,18.932907,0
-28.807587,-75.95852,0
-100.61886,38.666702,0
69.17288,-13.530518,0
-20.375656,134.98166,0
-97.16131,25.332886,0
-21.28769,-28.991287,0
-99.51295,-13.636581,0
-121.51354,-174.62782,0
-10.901184,0.6233063,0
162.14627,96.54376,0
172.42508,-53.12973,0
-164.86658,-3.649582,0
-31.533936,39.110016,0
-118.72222,-1.2854614,0
17.151596,-119.81078,0
131.92062,-20.206116,0
140.66507,16.935928,0
112.45651,-29.864594,0
-8.7668915,41.728912,0
-27.527664,-31.46193,0
-176.30756,8.346268,0
131.28406,-62.114807,0
101.95166,64.92038,0
139.37286,-10.040451,0
33.320328,-55.955154,0
31.413727,9.543488,0
-2.1026764,-172.72168,0
-175.30873,78.275055,0
-163.6406,6.6965637,0
29.935608,-55.612686,0
77.60028,-8.069473,0
-177.25732,67.31494,0
15.171417,-28.285492,0
12.447067,136.17432,0
122.56262,-5.117401,0
-49.632355,6.079773,0
-87.614105,56.322372,0
-147.23097,12.975723,0
-74.511475,14.202713,0
143.08551,-35.244843,0
32.67415,6.9799347,0
-110.691734,2.0263977,0
179.5008,16.76329,0
-149.50865,43.00435,0
-5.0326385,-3.8210907,0
109.552,49.644257,0
138.54254,-32.21031,0
-155.15492,-123.521416,0
31.15384,-95.48206,0
-141.32077,-150.15373,0
66.36484,129.07916,0
13.44931,13.986374,0
-83.64262,123.912964,0
105.56201,-79.89136,0
35.41504,-90.6988,0
114.03415,48.654373,0
80.118805,-11.2430725,0
-73.798706,74.141205,0
130.3653,27.303497,0
-3.7555237,22.886154,0
-57.095825,12.790344,0
-2.938614,-152.43173,0
-22.614914,109.125916,0
14.138962,-0.4809265,0
-37.224487,152.89783,0
-99.287735,57.923462,0
-107.6199,11.57756,0
134.14313,-9.439285,0
25.291077,-157.18991,0
71.05383,31.803787,0
-7.106781,-3.908142,0
-24.567139,-10.356232,0
-136.98752,11.179749,0
-72.9342,5.162506,0
18.139267,-140.4157,0
-30.820938,71.54672,0
34.134842,7.307129,0
36.630478,-136.54944,0
-87.4189,13.4292755,0
-89.56132,32.677734,0
-43.73149,-3.471161,0
-84.80332,-0.7649689,0
14.109909,-68.76681,0
100.77753,-0.26400757,0
46.486145,-145.37631,0
-22.781662,29.369705,0
-150.8611,-60.381508,0
171.2464,2.9433594,0
73.26822,-36.13559,0
17.50914,-86.52424,0
-14.801575,12.4670105,0
137.41943,-120.198685,0
-110.5498,-3.0523682,0
-124.42907,66.53265,0
-88.501,-169.6147,0
10.958221,-3.3810272,0
114.24103,32.101807,0
-6.100189,-57.73979,0
1.9940338,54.33011,0
1.2576904,-90.59652,0
17.816055,-3.2982025,0
-29.912445,42.6705,0
-84.78425,156.90353,0
-54.90583,78.80972,0
-106.58637,13.707108,0
15.485748,73.46689,0
-171.17365,145.13654,0
28.192062,-140.3738,0
-22.334091,105.86374,0
117.91208,69.42865,0
-76.274574,119.32291,0
-70.3798,-13.793213,0
99.05493,16.297287,0
-76.47219,84.81943,0
-177.8732,-2.597458,0
-87.22947,105.24786,0
-6.1587067,4.8315277,0
-152.00414,-94.89226,0
-167.28249,29.392685,0
27.570862,-63.573067,0
-118.8266,-19.733627,0
117.90625,-179.86455,0
-166.07751,6.927109,0
145.83365,-3.2104645,0
-41.811783,170.2746,0
70.82747,8.68956,0
171.66882,-19.509949,0
-144.32138,70.49466,0
13.14035,-9.050354,0
-85.24291,52.714294,0
-13.371887,-94.43186,0
107.50308,-51.128128,0
-53.63688,-28.773224,0
-28.286285,81.505646,0
174.49133,-82.37695,0
-7.2002106,23.71904,0
-67.768,10.874496,0
-84.730736,85.44702,0
-9.815063,168.27115,0
-70.105125,6.7970734,0
-37.348083,26.765976,0
174.13922,35.37494,0
-82.78763,33.828094,0
102.85025,-143.33012,0
-80.41028,-133.38197,0
-10.467377,71.18729,0
127.15619,19.625946,0
96.382385,-20.811111,0
-30.593033,-5.7619476,0
-166.29012,-18.622284,0
-118.240425,104.688965,0
-121.66873,-74.57733,0
-111.96166,34.902115,0
7.2032623,-31.542389,0
103.2435,-28.53682,0
119.122406,-55.824936,0
-67.100586,63.44226,0
-113.18044,43.72557,0
-109.85673,-41.69815,0
98.02225,-26.519073,0
-126.08536,0.96043396,0
85.19278,-30.756378,0
-59.89479,30.152374,0
169.35474,-15.781708,0
84.587524,15.102615,0
-107.330345,40.438705,0
26.482208,-10.274689,0
95.99988,4.4590454,0
-89.76015,163.08038,0
-151.44751,7.1864624,0
-96.0459,-91.94688,0
-58.613174,-81.34309,0
168.68442,34.2894,0
-42.49086,-7.2554474,0
-127.456085,92.94876,0
-168.23904,43.79738,0
-93.665184,-17.436432,0
-68.00328,37.962616,0
-22.987747,-80.15802,0
142.95203,-26.29309,0
-81.02598,17.118729,0
7.7669373,37.48709,0
68.539246,1.0727692,0
74.45511,-39.89746,0
119.26141,105.91489,0
135.66245,-81.023315,0
122.727325,-69.05828,0
34.31836,50.56671,0
94.197296,-2.8144226,0
23.539215,34.50746,0
-168.77222,26.484482,0
-150.86633,30.162582,0
-70.11755,60.123383,0
-51.32448,-3.0487976,0
3.3008118,53.759216,0
133.61938,-64.01132,0
71.30939,-119.075386,0
-81.55017,72.80838,0
33.004074,-5.743805,0
-24.893097,-55.786377,0
137.04608,-22.097916,0
-10.235245,29.194733,0
-164.17018,-29.501831,0
79.170166,-21.182205,0
-142.79047,-0.6745453,0
-47.35219,37.605194,0
-57.04857,-17.417297,0
-18.6678,11.3402405,0
5.598633,-1.7977295,0
-74.05416,-30.074493,0
33.277313,-106.311226,0
104.35397,29.071075,0
-164.12431,70.75961,0
101.43463,100.569305,0
172.33948,3.991394,0
-89.95475,67.28494,0
113.76953,67.49844,0
52.82065,33.271988,0
120.528564,-46.51477,0
-115.23586,25.036346,0
-48.447327,-6.545685,0
-96.5758,126.52365,0
-1.594696,-85.550995,0
-62.35817,149.08414,0
28.480103,-123.0576,0
81.63342,-69.57939,0
-81.62036,55.145447,0
-118.81751,10.499466,0
132.2822,-39.116547,0
127.72443,33.571884,0
32.896713,7.6536865,0
147.13107,22.105042,0
-75.98666,-53.889503,0
136.46008,172.96347,0
148.909,25.309525,0
-9.588425,32.01561,0
153.20148,6.2437897,0
-1.5234833,101.67862,0
-22.080246,88.888245,0
50.22998,-73.26443,0
136.5838,-118.46803,0
127.61206,172.7846,0
13.1458435,99.88281,0
29.92987,159.60815,0
-169.31339,-54.553085,0
111.70004,9.834396,0
-157.48444,-83.64442,0
-155.18777,-2.2357788,0
-9.196304,-39.452454,0
-96.07633,16.02536,0
57.665863,14.285065,0
-168.71834,-9.789658,0
-174.80202,20.52803,0
-104.36862,-55.512573,0
68.58307,15.645294,0
-84.96879,1.3405457,0
-79.99262,-70.614685,0
69.4509,-92.290955,0
-23.8143,-81.13154,0
156.00446,-7.971985,0
91.22217,1.1941986,0
-35.426407,72.91498,0
1.9239807,-139.33157,0
156.77554,16.237503,0
61.71797,-39.954254,0
16.400238,12.797012,0
47.29622,139.64398,0
13.011505,-34.80031,0
61.764435,3.0634766,0
-165.79324,-39.11667,0
145.49261,-18.283493,0
-135.28076,46.468933,0
77.266815,27.434326,0
49.18164,-101.68392,0
-25.755615,-56.313034,0
123.78226,-109.08769,0
-6.562271,-146.06644,0
3.6278687,151.71655,0
1.1903381,34.337555,0
-3.6587067,-109.5954,0
138.08984,19.681595,0
0.4992981,42.21678,0
-38.847214,-8.903931,0
-110.56927,-14.141144,0
164.28973,-7.872757,0
4.7969513,15.733185,0
75.01059,-60.92421,0
-127.67062,83.3183,0
-58.693466,86.649445,0
33.06021,-9.723099,0
22.076324,-5.839905,0
-86.83312,86.75656,0
-178.75153,-10.035736,0
1.6184082,-166.55283,0
6.043976,-0.89198303,0
52.802917,-153.649,0
-170.07541,-0.6737976,0
-38.16501,-146.0132,0
93.90842,-113.807556,0
79.86218,30.657623,0
45.44214,63.42102,0
-147.97194,2.188446,0
-142.97221,81.27719,0
126.94623,-18.988464,0
91.855835,-159.99101,0
-151.30997,-33.128143,0
-38.4709,-156.73628,0
-137.89992,26.305054,0
-52.105034,-19.429321,0
90.51459,-154.83656,0
73.75867,3.1967926,0
-52.369217,-60.28061,0
-71.70281,-84.93246,0
97.354675,-54.135925,0
-53.08647,26.311432,0
-19.970947,-12.297409,0
169.01343,16.2724,0
54.361267,111.69739,0
-44.7697,-25.97557,0
-43.65645,98.23569,0
165.6488,-36.295776,0
42.985428,-126.35289,0
-74.51922,-17.006287,0
-86.8671,-131.5971,0
-49.05481,-49.577393,0
13.879242,15.196304,0
50.8217,-17.976013,0
35.414673,-168.56184,0
-91.11748,0.12538147,0
-7.525421,27.152771,0
148.68079,-50.746307,0
-4.488159,-37.43802,0
-91.677956,67.546875,0
51.5002,-150.28908,0
24.080063,-11.626495,0
-5.0227814,-16.262894,0
159.35803,-83.2823,0
113.21048,-119.54675,0
-104.089165,152.5727,0
121.88263,-54.140198,0
14.768372,-3.661255,0
-24.587921,-2.5535583,0
16.103958,-23.610352,0
-59.985428,-11.282806,0
-83.46298,-61.962814,0
129.36554,-60.034073,0
28.24588,1.8680115,0
13.189682,-8.415726,0
-178.31145,0.6850128,0
165.97424,10.8016205,0
-6.803589,80.89615,0
-142.9258,42.34314,0
158.17807,-145.89546,0
-4.035385,-178.50662,0
-138.03087,16.825058,0
103.52231,-10.860977,0
119.94025,-53.736176,0
-168.25256,0.99861145,0
-91.06822,32.38733,0
148.74756,-1.9099579,0
-87.79252,25.036438,0
129.89069,-12.370148,0
-0.5527191,76.66608,0
-142.39514,-99.672066,0
-129.39752,-9.904968,0
170.48157,15.073074,0
-56.659683,50.21962,0
166.42651,13.761993,0
-166.67476,63.181168,0
-175.90958,-60.370712,0
74.90251,-42.81665,0
-28.234482,73.24515,0
-103.49989,43.58133,0
48.741623,-28.213623,0
-129.73457,45.11125,0
-97.35886,1.1842651,0
33.304047,-22.743042,0
17.23761,-169.67987,0
169.99835,-89.65309,0
118.98221,9.179245,0
151.38586,-11.365646,0
-58.108925,-26.316376,0
-157.27605,4.8447723,0
153.16852,-165.59103,0
145.0603,161.96185,0
67.62587,61.256653,0
-178.77896,4.8383026,0
55.744385,-34.11891,0
-172.93425,22.309616,0
20.597382,-172.59753,0
-32.941925,62.632034,0
-14.971558,-32.320312,0
-117.32893,-28.225067,0
-158.39227,4.154068,0
178.20786,-21.694397,0
-44.271637,63.700104,0
111.611755,-70.7274,0
-98.2345,-135.00069,0
130.81006,60.397797,0
-55.871567,-87.46593,0
-37.6362,35.095413,0
-134.83835,15.61441,0
90.49628,-67.74019,0
-54.2806,-26.980667,0
-54.462578,-26.348923,0
63.79306,-103.60665,0
83.01962,-1.9956512,0
37.112488,-26.915314,0
-152.8924,11.62883,0
60.38994,-20.600891,0
-113.78255,21.02353,0
161.24042,177.64099,0
75.49361,-50.772034,0
4.107147,54.026306,0
127.42676,-50.350952,0
-54.732407,89.07025,0
-25.204315,-63.964005,0
149.17871,51.520752,0
99.12683,-76.49954,0
107.77872,-9.253571,0
-5.2733154,-131.86868,0
-47.292633,-4.5600433,0
12.597916,52.708893,0
-67.57464,-3.4650574,0
-114.52512,72.836914,0
-66.04496,85.74109,0
-36.27539,-113.46855,0
-82.38499,5.8813477,0
12.321381,-69.21151,0
168.24142,14.863434,0
49.995483,40.81714,0
71.66667,15.873505,0
142.04443,-26.767044,0
2.1051178,-32.96176,0
-24.228622,3.5620422,0
100.81006,55.483902,0
26.219696,-75.31781,0
-62.93029,42.77182,0
-170.07874,-41.358536,0
-15.47496,11.186188,0
-62.668594,141.44086,0
47.271942,23.038513,0
125.40552,-13.688034,0
-69.532394,120.46304,0
0.6447754,1.8712158,0
141.29938,-29.226334,0
-44.197327,-9.287872,0
25.717194,20.190643,0
157.40955,-42.426315,0
156.55219,-88.47337,0
-116.05246,107.45035,0
70.16002,-71.47564,0
-76.996086,-4.1286316,0
16.695984,-9.658035,0
-154.95555,-6.250412,0
1.6729584,-58.644302,0
105.59589,-75.76621,0
-110.756355,-32.698456,0
-146.3997,-44.88684,0
-13.613876,-15.010773,0
-3.9136963,119.550476,0
-76.26101,-27.70642,0
-174.14345,85.59503,0
21.282715,-25.759598,0
-119.26954,14.766937,0
161.11597,-66.94212,0
-64.274055,-22.411148,0
100.144135,-13.034683,0
-116.9779,10.384476,0
-105.80275,4.7005005,0
78.51672,-31.817429,0
-8.417862,64.357285,0
-177.88197,-18.087997,0
-121.33973,17.68457,0
35.02275,-21.12207,0
-132.42776,-22.133698,0
163.59204,-4.455078,0
-76.93949,-17.75943,0
-45.983276,52.979736,0
91.56622,44.500122,0
-17.681244,-150.99121,0
100.075195,-133.52213,0
169.93372,23.763641,0
98.28784,15.634644,0
-70.18618,103.33771,0
-129.23653,18.495056,0
-36.73465,-14.426132,0
-159.53926,7.5864105,0
-17.667221,57.541763,0
42.92682,0.27952576,0
-104.36714,69.644684,0
16.146439,32.988983,0
-5.811966,24.885803,0
-56.06093,89.4751,0
-127.91646,6.8399963,0
41.40303,-0.9867554,0
125.92273,-84.12143,0
-159.62927,-27.097122,0
106.15961,128.87604,0
122.592255,-8.847015,0
-20.691162,-92.54071,0
124.50729,-76.0576,0
-162.24913,29.944427,0
-49.91217,-16.402222,0
50.23648,-116.53013,0
-119.93392,44.25522,0
13.312195,15.757355,0
135.83356,17.323013,0
-46.308914,-29.654404,0
52.05783,28.505463,0
-82.78299,35.2446,0
-113.87162,-101.55252,0
-12.1757965,-15.84314,0
-32.41191,20.652328,0
-70.90482,148.10577,0
-134.28479,17.794098,0
-102.068016,-3.3964996,0
-163.57314,133.00983,0
-39.354523,-36.688828,0
-101.04626,-119.10185,0
12.248611,54.807343,0
58.197876,-18.64766,0
157.78952,90.92731,0
-151.18045,4.885956,0
-17.48079,13.8414,0
14.008133,-107.738594,0
30.24614,-8.870743,0
-18.13713,8.48555,0
-26.613297,48.021408,0
-4.8338623,-169.34341,0
-104.680885,83.937164,0
6.649414,-26.018555,0
107.45221,-14.880737,0
-162.47105,3.716507,0
43.77681,-100.50637,0
-90.2707,-14.720398,0
-67.77063,-34.811676,0
-60.637787,-21.863052,0
-65.135345,10.838425,0
30.224289,14.575272,0
-31.787354,42.796616,0
164.81586,-10.399948,0
-115.7673,-21.84523,0
-115.30357,-8.924332,0
-60.631027,74.1703,0
-27.758698,-19.938309,0
-92.93066,-75.68852,0
75.65216,-14.794525,0
-22.1277,-4.4315643,0
-127.4762,-20.721771,0
-94.89949,4.4543915,0
1.9544373,-11.491287,0
21.765778,156.21722,0
167.43768,-143.73643,0
174.91522,12.257706,0
-28.711578,33.438095,0
2.3050232,2.9322205,0
13.307816,-153.67955,0
-169.30827,6.040756,0
-141.80042,16.548706,0
42.033005,-88.85989,0
-57.040665,-16.223389,0
-141.40121,-117.92309,0
-45.26831,146.97012,0
-30.591553,1.3164062,0
16.481735,-6.877289,0
59.29358,-122.42049,0
-18.211227,10.855316,0
-47.08812,-24.718536,0
171.79907,-107.30474,0
-76.72611,-0.8672333,0
-172.36098,5.119873,0
144.336,-36.387863,0
-108.149666,27.629852,0
75.53854,-160.04536,0
36.70981,0.2554016,0
-19.930252,44.854034,0
-68.49153,-11.213242,0
-71.212654,-0.9323425,0
78.883514,18.064255,0
-91.87213,-1.2048035,0
-75.078766,80.980865,0
121.81445,-48.258347,0
-3.9379883,39.752136,0
-114.93774,39.49463,0
59.66278,70.40799,0
-95.530975,-8.640381,0
116.527985,-26.86525,0
68.83588,-3.1432495,0
96.98245,-100.2897,0
-92.176094,-12.586365,0
171.07785,31.81784,0
-33.565918,142.9544,0
135.30359,-16.536133,0
77.83005,-15.226913,0
57.529327,52.546158,0
-171.02432,-100.645615,0
176.6225,-24.96286,0
31.259476,91.40283,0
-161.1062,38.124847,0
-78.782555,26.596634,0
90.94226,-25.691452,0
-75.50951,-6.059021,0
-90.98011,125.66254,0
32.10634,52.777573,0
15.605789,-13.557587,0
-153.48792,-148.4457,0
-110.96357,41.642212,0
56.270737,-18.803284,0
39.8022,83.28482,0
35.642197,-18.96167,0
101.91522,-3.8646393,0
71.535614,1.079422,0
13.681992,-16.22258,0
-76.80048,79.95984,0
102.70331,-4.291153,0
-32.495605,-151.18297,0
178.8899,50.41957,0
31.518951,-21.970673,0
41.097397,26.870941,0
114.07114,24.178452,0
23.26419,170.51367,0
71.68359,79.04788,0
62.58458,-57.97592,0
56.618683,-125.43955,0
17.172058,91.0177,0
8.9496765,-119.301346,0
60.385742,143.21463,0
-161.62283,85.07272,0
-78.40949,47.81154,0
98.703,-87.85322,0
146.9975,-17.189163,0
-123.88015,28.276459,0
1.6554718,17.211868,0
9.444504,-16.413696,0
63.78801,1.9111023,0
76.61777,-35.992386,0
25.003403,71.37227,0
-137.53238,33.936478,0
159.27783,-14.073242,0
-4.7766113,4.555832,0
-75.07115,90.56537,0
17.389297,-45.704163,1
-49.918915,39.46396,1
10.0767975,165.87103,1
-5.237488,130.16739,1
-7.0431213,-4.8295135,1
-53.116524,-15.038681,1
47.5643,-3.51828,1
79.27414,21.387085,1
-67.81896,23.84874,1
-30.113861,-68.73943,1
42.2695,-12.190735,1
158.67023,-21.153656,1
-54.172752,-41.352097,1
-94.45243,135.27222,1
61.861893,50.408905,1
-1.917633,114.8905,1
2.2159576,-25.707336,1
100.96576,23.816803,1
7.7558746,175.05237,1
93.01434,-44.71634,1
134.336,22.771118,1
66.86897,-101.24072,1
-98.06836,1.0176849,1
111.072205,-29.214905,1
87.88922,115.06549,1
-148.25453,57.04622,1
137.18454,-52.6642,1
-178.25273,-0.22494507,1
111.1001,147.6352,1
-31.36444,-175.80067,1
113.317566,22.553604,1
-59.37552,103.3537,1
-113.20767,-16.95523,1
-16.464523,2.2661896,1
-161.94284,-123.83632,1
48.996338,-69.883446,1
137.78,-3.168213,1
-32.85968,33.392212,1
154.85626,-7.0230713,1
-155.12497,41.80371,1
-74.56802,3.6589813,1
-84.90147,9.873062,1
-162.00604,141.23846,1
-124.84532,4.9609375,1
-35.930145,18.2117,1
106.52545,-9.970535,1
97.46597,166.26294,1
18.45868,16.348404,1
75.0076,-18.799011,1
63.522614,16.192505,1
-79.41636,17.773865,1
-32.44348,79.755615,1
113.85016,-11.793701,1
-98.60883,61.6279,1
42.910538,-9.481644,1
97.17499,-176.70631,1
86.085724,-123.65159,1
-39.665314,56.62323,1
-8.560745,-21.99411,1
-71.71543,0.5270386,1
