Iter,Phi,Psi
0,9.680542,-175.42297
0,-102.08288,160.00186
0,18.315155,133.375
0,46.545532,-104.205765
0,47.449768,-160.98557
0,147.18585,-104.445984
0,-3.0270996,-163.44757
0,-4.319916,176.75024
0,-40.0932,163.5957
0,154.75378,-147.85991
0,-47.869568,82.08826
0,63.228973,-163.17444
0,-64.79118,80.19763
0,133.1128,-125.86955
0,-76.87784,157.19681
0,-2.642624,-35.378723
0,18.95604,-179.51477
0,49.9971,-85.34774
0,149.35715,23.923645
0,116.114044,-76.12023
0,90.26224,-141.72644
0,-104.29279,126.698944
0,-171.1222,-77.14388
0,-96.00332,-165.7215
0,-98.28164,144.86469
0,-12.035965,-162.81415
0,-71.43793,105.480865
0,10.583145,-154.16849
0,131.03674,-107.809425
0,32.095276,-157.67484
0,-171.43192,130.60638
0,97.27429,-162.07362
0,-113.16312,91.47632
0,-114.74902,72.4794
0,-31.333527,147.36896
0,-13.17955,151.1806
0,112.91104,136.76276
0,24.429276,-134.85364
0,158.77917,144.42023
0,6.574295,169.82483
0,-76.47667,167.84811
0,82.25101,36.83075
0,-47.07158,92.17737
0,119.45361,-177.7474
0,-96.403114,146.88773
0,-5.7609253,-166.04942
0,-144.8142,-175.42978
0,-146.80887,48.65332
0,76.20868,-135.76567
0,-26.436188,-175.43475
0,169.98679,126.687836
0,-42.17137,113.05658
0,-32.77542,83.05737
0,-117.01472,-166.98605
0,-138.36562,-178.08017
0,-163.0097,-8.7948
0,24.363525,-154.68488
0,112.30075,-176.2959
0,55.62271,-131.73917
0,119.54114,-139.62274
0,107.84802,-169.74983
0,-114.52521,-105.68466
0,-169.29562,-102.35824
0,-103.16569,94.51996
0,169.5769,-160.95023
0,128.26138,-62.47577
0,-104.02811,173.969
0,-87.85469,-178.61064
0,-155.95142,-156.20923
0,9.190887,122.260254
0,-61.77925,171.7143
0,115.95044,-36.08667
0,-9.194275,177.039
0,166.88983,-23.848862
0,-152.05731,37.82321
0,-126.7455,-133.1617
0,-27.120514,-130.93071
0,139.50604,-159.09338
0,-42.799652,168.95795
0,132.37839,-29.656067
0,-117.44362,169.06735
0,-76.630714,103.96768
0,147.85757,56.746613
0,35.391647,-68.149704
0,-67.77966,99.911865
0,-152.48628,42.018463
0,-96.25729,148.37671
0,118.680115,175.89398
0,-148.69107,74.3638
0,-155.85017,-29.647934
0,36.43164,-140.31119
0,-19.632263,165.73096
0,81.58954,-130.33199
0,-74.99263,118.55069
0,-134.19202,-16.16446
0,82.05029,118.96033
0,-155.24515,62.956467
0,87.62869,135.2088
0,-108.278015,93.28793
0,-114.161606,144.40985
0,-79.34255,176.0149
0,-36.189667,163.19354
0,128.92523,-175.31673
0,44.20755,122.21533
0,-53.137543,154.41486
0,-2.3339386,-176.17064
0,70.52617,-64.451866
0,55.99315,-48.617615
0,-121.46261,-176.51617
0,-19.603577,176.38913
0,173.22552,-155.61285
0,-20.920654,145.62881
0,158.78998,173.5506
0,21.624039,-174.66895
0,160.47586,-37.66211
0,-39.962143,126.60745
0,-1.8537598,-167.82828
0,79.06387,-164.5769
0,82.244385,-73.908005
0,165.45972,78.14642
0,-91.093636,147.84274
0,164.06543,138.57306
0,-140.85909,76.45917
0,-176.33237,-168.58615
0,153.23724,-56.567497
0,-3.931717,177.27219
0,167.172,-41.13414
0,154.90189,-145.19604
0,15.743057,-136.93124
0,85.924194,-178.33301
0,-156.52026,-164.37193
0,-10.489227,175.61072
0,-112.41003,136.6416
0,50.94171,-129.47467
0,-46.072235,152.81708
0,77.213806,-166.7824
0,168.80591,6.245758
0,-14.351227,148.79913
0,-12.160553,-167.1048
0,-40.46971,0.25794983
0,50.867767,-113.250084
0,-19.050064,178.09836
0,-96.56397,-6.7261353
0,-38.257263,121.28162
0,-40.330627,-162.8666
0,-24.130768,116.11496
0,-37.11946,120.649475
0,156.56927,151.08554
0,23.06604,-178.83817
0,167.57373,-138.6506
0,130.22632,178.5163
0,5.5795135,-164.91812
0,-63.500153,102.901306
0,-155.19066,86.432465
0,113.61246,-174.17198
0,-101.2164,121.54932
0,177.99121,-16.571976
0,4.2925873,158.28455
0,-119.48367,134.27826
0,157.8941,-69.1949
0,179.77924,-122.66692
0,51.761826,-98.34896
0,70.73927,-114.705086
0,-87.967964,64.48721
0,-95.76794,153.81366
0,179.9856,162.36899
0,-113.57741,-108.30797
0,-148.75935,-54.64634
0,33.822113,-69.304115
0,-117.84418,139.42407
0,-93.41656,-158.67966
0,-14.112686,168.11871
0,-82.40564,176.00421
0,-134.37363,171.99567
0,-116.527855,160.139
0,123.72031,-42.525192
0,72.999405,-57.592308
0,145.34967,-169.50586
0,107.380035,-158.43028
0,-127.68433,117.36435
0,75.95758,43.12651
0,33.577774,-116.18561
0,56.825027,-171.58287
0,-82.891045,126.21588
0,-165.50612,171.36575
0,-25.70729,-158.52579
0,3.3789673,-130.5602
0,111.156525,-123.82196
0,47.621414,-137.15205
0,-36.39789,106.27045
0,178.33716,-23.194824
0,152.60553,-157.81497
0,-173.50189,33.030273
0,55.399582,156.57135
0,57.375046,-95.52611
0,22.508362,145.8519
0,179.79578,165.77191
0,126.9245,144.29474
0,-101.162476,54.213867
0,68.62665,-138.47948
0,-19.72905,-164.9333
0,44.50354,-172.11717
0,-90.900826,-153.44832
0,-138.47972,-1.3573303
0,-15.091568,-173.3859
0,29.261215,-105.934326
0,-136.69672,71.17236
0,-69.60818,123.15231
0,135.82535,-149.5499
0,-123.90206,154.03064
0,99.34372,-144.6091
0,-102.47953,137.09024
0,171.54523,125.77719
0,116.39642,136.409
0,-35.297577,129.02533
0,-13.600922,167.62738
0,-16.920181,-179.75813
0,-156.78079,85.36401
0,75.89856,-144.31235
0,-120.84997,98.97293
0,170.2937,148.38751
0,47.326645,126.92346
0,-163.5784,162.538
0,143.32831,-43.74057
0,24.154861,-139.982
0,-85.17621,100.385925
0,114.02106,-114.88147
0,-14.766266,154.13123
0,133.00415,-13.443985
0,71.90765,-148.77467
0,-4.761444,-100.76289
0,100.098724,-54.318756
0,32.121613,136.93732
0,-71.567,-110.15404
0,68.956024,-103.11423
0,60.375748,-119.43053
0,-37.78949,163.8833
0,29.983673,165.99985
0,-62.125366,43.97043
0,-68.06953,114.404175
0,0.6259155,-57.910507
0,43.076416,-137.81906
0,149.33911,164.54614
0,-120.61399,168.22382
0,38.111313,-111.70217
0,-0.34613037,44.828293
0,22.455246,141.52258
0,13.22525,159.48584
0,44.788406,-115.92716
0,80.10272,-125.71106
0,80.31409,-4.6727295
0,92.636566,-118.72472
0,177.1615,167.18979
0,-100.9159,125.80109
0,-82.82182,143.5423
0,-20.328278,160.30276
0,-13.358887,-175.46309
0,65.20291,51.605133
0,-13.505646,166.15137
0,-93.530014,155.05237
0,-88.24237,104.60892
0,-17.480453,135.40298
0,-20.242065,-69.50896
0,119.272156,148.33429
0,-37.280228,-147.934
0,-9.567734,103.906555
0,109.774445,147.52966
0,-139.50612,179.6206
0,-69.8891,54.241592
0,37.004456,149.79102
0,-116.80187,80.96405
0,-114.186325,77.33115
0,163.44064,-41.263367
0,101.93298,-139.84677
0,0.02305603,-157.20784
0,32.307495,-20.419846
0,-18.381454,144.49677
0,97.81442,178.54337
0,-132.13272,122.61807
0,13.646561,174.98572
0,-5.504532,165.73187
0,24.340347,179.23535
0,-63.605522,-18.34578
0,10.444397,139.4844
0,-149.59003,-103.46154
0,-177.0065,174.19165
0,-113.210464,88.38028
0,16.967545,-141.56516
0,-0.8842621,-178.0761
0,-96.9436,75.57562
0,-90.633514,133.30048
0,173.85944,-164.4557
0,-8.3785095,-168.6893
0,-146.70317,149.10443
0,172.16547,-3.431656
0,53.504883,17.47725
0,-154.33435,161.20871
0,13.272507,166.5788
0,107.61029,171.24939
0,128.7547,-155.53593
0,16.243011,-175.09526
0,103.30371,-131.9629
0,-40.16725,128.3393
0,17.771149,86.723236
0,167.81622,-47.794327
0,-49.89798,72.336426
0,109.573425,109.113556
0,-90.37219,113.81012
0,-80.70856,110.39624
0,143.73315,-143.69664
0,-44.868774,-179.10648
0,156.55853,166.61969
0,84.25311,-105.46066
0,82.19864,-114.93174
0,-146.58983,87.315765
0,112.1568,-3.4658966
0,116.12329,-115.57456
0,32.92218,86.52161
0,-164.35779,-12.503952
0,-8.9142,-51.115845
0,-56.511116,-154.69295
0,-110.50788,-145.90688
0,-129.46097,106.25525
0,-35.725662,-172.88785
0,-57.395035,152.7048
0,-23.466843,17.590546
0,-26.418137,-102.564705
0,152.36697,163.85062
0,-50.904083,-151.15524
0,164.84601,175.7875
0,-68.88205,-171.58173
0,53.9765,20.703674
0,-147.99745,-138.10323
0,-14.30545,-161.63097
0,1.2931519,34.141174
0,-64.615364,112.684845
0,-138.41934,171.27441
0,-50.08348,130.19528
0,-18.303955,-102.03617
0,75.530334,159.935
0,-119.792046,142.15167
0,-161.38806,-35.068176
0,31.277924,-96.75458
0,34.944595,161.78009
0,-55.235786,-100.060196
0,-146.59097,-157.1235
0,-81.08045,98.99457
0,138.00742,-30.587189
0,-144.37883,154.78882
0,-26.1279,-173.9626
0,155.18762,166.12311
0,81.924255,171.4118
0,40.345337,-147.20256
0,21.792145,-147.87737
0,-160.6551,-72.87106
0,25.184204,169.97858
0,-24.118332,6.162857
0,45.87445,-170.26686
0,-136.07536,178.39105
0,76.17929,156.17328
0,-171.41199,53.6131
0,17.836945,169.45273
0,-154.46724,-154.36446
0,169.84409,166.42499
0,2.9624023,-178.24873
0,84.61386,-132.33154
0,-15.084137,-112.03262
0,45.625595,-145.2716
0,-1.0264893,155.82697
0,-157.03912,-156.18723
0,90.0845,-163.92726
0,-96.183266,60.456573
0,-6.911331,170.46216
0,87.00824,-164.81306
0,-2.1155853,129.47198
0,146.78046,143.31696
0,4.4841614,-161.57434
0,-147.19424,165.1932
0,169.98566,-16.788315
0,5.577408,177.46426
0,-83.04715,83.06305
0,158.53046,-36.663803
0,-140.97261,-56.098007
0,-28.000671,137.41684
0,45.02574,30.772324
0,-10.3302765,155.36823
0,-13.769089,106.16724
0,58.296677,-31.804535
0,-18.452515,175.8006
0,-82.784515,65.58771
0,-115.36979,-125.9193
0,-157.18776,-32.34619
0,141.33713,-136.92853
0,178.82922,-110.841034
0,178.15521,125.38965
0,-4.9306793,-171.63805
0,-31.196426,128.61444
0,-47.882935,-149.22217
0,-167.8361,-49.333664
0,150.28827,-158.37497
0,-153.70381,51.982986
0,89.816986,176.98004
0,178.36188,119.21417
0,-125.03456,174.15887
0,-100.5437,164.60077
0,-23.777588,-144.25827
0,-52.856606,165.23566
0,56.52559,-160.41214
0,137.26111,-69.5324
0,-17.57103,42.456818
0,-140.16943,-120.151215
0,-29.513046,-47.367966
0,124.109406,141.30139
0,-7.178894,134.95181
0,13.705383,-80.82759
0,70.96915,-172.81284
0,-10.547867,-170.33614
0,-71.13945,82.09894
0,172.23907,110.74774
0,-115.65857,145.94583
0,108.36182,-87.505936
0,-13.541489,130.80136
0,32.888367,140.00378
0,23.22583,-171.39792
0,151.40198,-83.75831
0,62.897186,168.79303
0,179.05911,154.00299
0,38.80092,-73.22231
0,7.6414948,-137.96638
0,-124.99597,60.85457
0,91.31601,158.11487
0,-64.359184,69.97174
0,108.967316,-135.65317
0,115.77832,-53.06794
0,171.67664,119.2146
0,124.472534,-84.25019
0,-50.39473,131.0993
0,-177.85474,-158.30626
0,-161.00049,-172.03415
0,-103.22035,-154.12433
0,106.48517,-138.1916
0,-118.84449,148.49445
0,-44.945694,146.67136
0,129.57361,-140.40004
0,-9.256302,150.98523
0,-158.23097,145.23807
0,160.53162,-141.7765
0,116.09067,-157.04175
0,-61.324585,-107.78114
0,-80.79893,-144.90016
0,63.846222,-173.3263
0,25.191956,151.2525
0,-94.28509,103.520874
0,159.15536,66.93265
0,66.33984,-115.5935
0,-131.6548,179.42572
0,151.66797,-157.56041
0,127.2623,-164.77058
0,44.393982,-142.79704
0,-33.431442,34.636276
0,100.14447,-91.36098
0,158.30066,-163.6305
0,8.831299,176.65128
0,-39.76912,99.23175
0,41.805313,142.91418
0,155.63336,30.495895
0,0.045059204,89.0282
0,155.28946,177.15063
0,-168.91266,58.63118
0,145.7067,165.85889
0,8.310638,-165.85358
0,-78.947296,91.32855
0,32.919678,-174.2082
0,-6.0755005,-48.816483
0,10.519104,-138.67809
0,-54.523026,138.47629
0,-162.92142,168.81946
0,172.98474,-174.93405
0,-11.154007,173.82578
0,-52.061844,-138.93785
0,-111.12616,-166.57056
0,-18.794739,149.07208
0,32.202347,179.39178
0,153.89917,-29.147736
0,-171.42393,161.94537
0,126.009766,144.53693
0,-107.558205,-147.87561
0,-13.063385,-17.63649
0,-108.33815,63.369568
0,-26.607666,88.18686
0,9.306534,-171.25484
0,-42.4115,149.10376
0,-25.335587,-77.11226
0,96.600464,-135.74358
0,31.118149,-135.78264
0,158.19574,80.39932
0,-176.86714,-116.76202
0,-102.76572,-119.62657
0,-74.15329,46.15732
0,140.49152,-134.71953
0,165.068,-108.97002
0,-146.54659,-164.85867
0,-129.17822,176.13754
0,129.90771,-62.71817
0,178.14078,87.32333
0,10.583557,108.58896
0,-69.29244,128.15125
0,-104.067215,138.22531
0,52.631516,-135.78154
0,-97.01849,104.7695
0,-168.27246,-152.04172
0,39.571304,133.86566
0,11.296677,-142.19731
0,159.09033,37.071335
0,-60.513107,151.29459
0,58.81868,-32.398514
0,-16.649704,177.92557
0,-170.4808,-148.62663
0,25.837158,171.17169
0,61.17473,-68.28789
0,-58.2957,128.06888
0,110.02994,-82.2524
0,-106.21158,52.73416
0,63.691116,173.58636
0,-23.8665,24.807053
0,175.5936,120.06799
0,13.403229,166.67395
0,-133.3417,-149.64769
0,-133.56177,-157.38155
0,-92.16817,115.69641
0,-147.2169,123.621155
0,-37.85176,27.923325
0,21.548538,-24.67369
0,131.31042,-158.2359
0,-165.80243,147.21948
0,93.67737,-62.004196
0,-150.7024,56.458954
0,-147.70717,16.415161
0,177.46027,172.5184
0,-11.886566,-10.417084
0,-27.695633,-165.30772
0,132.39038,-106.292625
0,105.697296,-71.05328
0,29.05803,-153.9693
0,-155.48831,-167.84009
0,56.869995,-145.88611
0,70.67136,-32.89032
0,-8.634262,21.485718
0,78.4494,-130.47176
0,-39.981934,-123.21211
0,-8.186295,125.05148
0,-79.41219,179.76929
0,104.283875,-104.82618
0,-22.644089,25.82698
0,160.15247,172.51208
0,125.61194,75.47934
0,149.13348,-119.764984
0,-148.71016,83.01486
0,15.172897,-151.9198
0,16.717041,-53.449394
0,126.68738,-62.7099
0,75.109955,-126.37959
0,-35.78676,166.60983
0,-28.224396,-165.6846
0,170.49121,-80.16905
0,152.21286,131.00052
0,-121.84787,150.05942
0,-39.5067,-11.763031
0,-116.65179,82.69922
0,7.0321503,26.187958
0,-141.65834,31.4572
0,-172.96721,153.08997
0,-60.141403,172.97717
0,-18.081528,-89.32964
0,-42.0383,-106.97461
0,4.108429,127.091125
0,-161.75494,169.62234
0,-49.45044,93.375885
0,-6.8087463,140.46295
0,-35.723526,62.25412
0,119.647125,164.48102
0,47.15544,118.37848
0,-176.47707,114.79129
0,-66.448166,175.75311
0,87.158875,-67.37194
0,1.5487671,43.34973
0,76.59454,-106.81249
0,67.43204,-33.0477
0,35.140427,93.74719
0,-172.10944,164.17627
0,1.8873901,177.3982
0,-77.1817,152.52759
0,172.30408,-31.703949
0,-18.651276,162.8696
0,35.789886,-145.89516
0,177.9671,41.844482
0,20.284561,-49.207016
0,-32.42827,178.64282
0,18.94487,-151.77177
0,-25.850098,134.16461
0,-95.361115,170.00308
0,112.8432,162.58588
0,-90.681984,81.810425
0,4.578583,59.652634
0,128.27759,-161.40948
0,66.36861,129.41284
0,54.50792,-125.43863
0,-119.31393,-170.87206
0,-134.32393,68.9035
0,2.849228,161.58191
0,-66.87924,-75.06414
0,71.228745,139.11859
0,147.93079,114.66879
0,-71.630516,-96.78919
0,85.25476,-105.469734
0,16.464859,148.08765
0,-65.669716,136.09177
0,-175.64827,66.81033
0,-130.42798,14.571747
0,-83.348976,123.28766
0,44.922043,68.01387
0,164.47684,175.45288
0,172.23544,73.20329
0,30.132263,-148.5842
0,79.471466,-83.695526
0,90.507385,-106.81819
0,-141.44696,120.52591
0,150.22653,-16.518555
0,-13.369675,129.76901
0,-85.51385,-80.45382
0,-153.84631,-90.83641
0,-88.40206,92.13464
0,-177.68575,-6.5417175
0,-87.26435,149.43481
0,31.01921,-62.583862
0,80.75989,164.60632
0,113.05414,97.9613
0,-154.71321,31.528503
0,-35.9234,116.69791
0,-143.02602,154.49896
0,131.97162,-173.62114
0,3.8441925,-72.2388
0,140.31299,14.432739
0,-150.18912,164.12744
0,87.497986,-45.283142
0,-58.53981,-60.465744
0,-178.49602,177.97882
0,-79.17913,-155.96617
0,110.4574,-20.726105
0,66.39502,177.27185
0,81.8425,131.13812
0,66.80762,-59.14412
0,165.46274,-160.06523
0,-149.04367,-162.63968
0,172.60416,-167.99275
0,6.649719,-27.720871
0,-30.317734,131.99493
0,135.4831,-134.84512
0,12.296539,-108.03021
0,-112.058464,-139.97386
0,39.56221,136.37961
0,-80.6597,123.67688
0,-68.9494,128.23419
0,-25.822739,133.0025
0,115.0484,141.51257
0,-98.09861,-61.749634
0,-28.541504,69.34073
0,-108.30377,166.12903
0,40.464508,173.5744
0,-144.97334,168.97278
0,-87.05154,172.19135
0,158.08429,179.47076
0,-164.1906,147.44836
0,-144.69759,139.90942
0,83.88464,6.300415
0,-170.59152,59.51857
0,-5.986557,-153.30766
0,152.24872,150.724
0,-96.740005,103.72745
0,-87.437744,88.20065
0,-100.40056,124.88989
0,-6.0733337,156.02155
0,-146.1501,125.621735
0,158.46277,18.398346
0,6.3582306,-146.90683
0,86.70352,-105.03885
0,37.36081,120.789276
0,35.00511,-118.80619
0,111.293884,-178.26535
0,-149.36517,-171.49574
0,-31.825592,-172.71135
0,131.29926,-110.14598
0,-157.15157,173.31049
0,-43.947052,132.96448
0,-161.61346,-149.09387
0,-43.799026,121.20172
0,-124.40597,43.665253
0,58.13095,-139.7328
0,50.153046,121.919556
0,-0.58158875,173.87604
0,1.4384918,-109.00488
0,45.30063,-108.92793
0,-176.70906,-123.86602
0,115.082275,-166.6675
0,-73.061195,21.620453
0,151.09088,134.00623
0,149.42361,-23.953903
0,177.5874,95.378296
0,-175.43172,163.39792
0,172.54742,173.45984
0,9.616318,-24.145233
0,-35.702347,170.18158
0,-136.17598,55.99295
0,-30.816742,33.677658
0,-122.006935,139.35602
0,63.94702,-60.111122
0,-171.17363,-160.80954
0,-29.0654,157.76648
0,-87.55357,175.82263
0,165.5664,-9.342102
0,7.241745,-176.04286
0,4.0810547,-153.52173
0,148.07944,1.3763733
0,69.767105,88.527435
0,92.938446,-123.817635
0,-88.39555,-130.62741
0,-10.807251,15.393082
0,-30.088364,-98.026794
0,168.77655,142.62885
0,-81.554565,166.09747
0,121.630005,-172.40182
0,-65.991066,135.94568
0,155.94705,151.64786
0,-58.330963,123.43268
0,41.173996,-117.71246
0,-113.57672,136.6499
0,-134.5738,130.32333
0,-145.81227,-9.48616
0,174.39423,-123.25164
0,31.772507,-32.31952
0,0.8216553,-131.01172
0,58.44226,-49.516373
0,-65.13141,108.328186
0,-48.4012,142.95288
0,-124.57363,-164.65742
0,12.072037,157.32483
0,-176.57143,30.008957
0,-29.530243,149.02802
0,24.720367,147.37308
0,-19.666107,174.29596
0,162.4061,-71.23806
0,124.950134,-157.0371
0,171.14911,-150.88176
0,-38.311188,103.109344
0,-39.650375,95.30267
0,109.97797,163.13245
0,12.90036,-159.65822
0,98.00745,-51.545105
0,-148.09,172.5509
0,42.067078,-159.88017
0,170.47437,-178.3631
0,155.83737,-172.65408
0,-109.37544,92.40076
0,-49.496643,152.29626
0,-113.398056,94.35751
0,-47.10823,88.38794
0,-88.52451,134.25772
0,-27.276566,-120.656425
0,-147.94975,35.729065
0,74.89058,-164.66545
0,5.4803925,-157.73409
0,168.87311,139.29715
0,-157.82628,159.8255
0,15.095993,-85.16739
0,-127.29072,166.11334
0,61.792953,-143.6538
0,165.34589,145.30338
0,165.92328,-174.29094
0,-15.369476,179.37564
0,51.37149,-125.41254
0,-124.8754,137.56992
0,16.252548,-174.6772
0,-139.44531,-154.19748
0,-11.11377,-168.13501
0,-79.98054,124.2962
0,169.2214,-31.38675
0,101.7684,154.64828
0,-19.445526,-167.03107
0,-33.029633,-144.71031
0,140.86597,161.55896
0,-40.09941,2.8064423
0,141.70325,-178.97737
0,99.45477,148.99548
0,176.87402,-158.23746
0,-8.256714,173.44183
0,-126.18024,1.439209
0,-170.65575,-162.56795
0,148.3808,-174.61475
0,133.15598,-34.439682
0,106.5014,104.29852
0,171.69614,169.78497
0,114.941284,-129.83116
0,-50.821884,63.134033
0,134.05457,-120.690125
0,21.231323,-50.579865
0,179.2355,-35.12613
0,-3.6967926,62.27919
0,106.76285,144.89694
0,-40.42105,-176.76143
0,-33.774002,76.21417
0,47.33908,-142.75797
0,104.73953,-158.96002
0,-12.407776,-110.03697
0,54.410095,-18.668411
0,-32.383865,139.96588
0,61.818054,171.95416
0,29.483719,-81.6942
0,-168.38513,-50.885376
0,45.94301,-121.499596
0,-3.11615,139.96191
0,116.590515,-106.79042
0,-157.37262,168.20343
0,67.73544,151.61346
0,-59.85102,122.539825
0,-74.66931,140.15277
0,5.0416107,-16.414413
0,5.6995697,101.90698
0,39.143036,83.3085
0,-50.855072,-155.85483
0,156.18384,177.30243
0,-13.552673,170.47433
0,-143.51492,60.638626
0,-120.44351,-118.07445
0,97.11542,-136.67845
0,4.6845245,178.8258
0,60.973465,65.097275
0,-49.80667,158.38919
0,-74.4188,154.52283
0,-0.31788635,-14.00444
0,-150.27763,-69.86533
0,-109.63696,123.59863
0,98.82953,-106.30619
0,-65.075264,69.94595
0,25.395721,-93.58105
0,-77.49125,157.3226
0,171.08649,24.745453
0,125.26517,-155.18448
0,-127.108894,131.2013
0,-72.517914,114.88092
0,-4.363907,-139.05618
0,30.05716,-77.638626
0,-76.49613,101.263245
0,5.9439697,-174.21925
0,-138.20096,-163.53358
0,89.896545,-52.423447
0,40.872864,163.60928
0,136.93091,-40.903152
0,-178.93446,172.63959
0,-30.17894,26.315979
0,158.46945,166.55542
0,149.28677,-174.70569
0,-14.596466,104.588135
0,59.835587,-33.26921
0,-25.932861,140.63266
0,-22.076065,170.30106
0,95.49017,-138.44478
0,148.88794,-178.65471
0,15.529755,-57.21968
0,-31.361954,101.145325
0,41.105347,4.6293945
0,116.84766,-114.0132
0,-132.67204,-176.45396
0,-21.261963,158.25427
0,102.796326,-129.95775
0,-34.87143,107.14694
0,63.159363,-94.59039
0,96.37259,-139.4755
0,144.39233,-43.292725
0,12.951035,178.73889
0,92.76846,150.49979
0,-153.8753,-156.14912
0,-113.19605,174.39606
0,14.616211,-177.58855
0,15.343399,163.58936
0,-41.49521,-173.54509
0,15.533371,133.89478
0,-39.319168,78.24713
0,170.51859,174.2489
0,23.581085,-124.29369
0,122.96127,132.50085
0,-160.89565,168.78418
0,64.16843,-92.141624
0,-13.283188,-30.537949
0,88.27432,-176.84721
0,28.934372,-98.67699
0,-42.149597,-109.70985
0,111.52484,47.372757
0,-154.12024,-164.36833
0,84.36615,-122.8014
0,-165.1582,-168.73395
0,161.38397,-165.94426
0,127.63483,165.08725
0,112.00375,-128.1954
0,-73.60825,128.16803
0,-144.88538,169.16422
0,170.8082,177.21149
0,-62.546165,42.651794
0,-165.80289,120.816895
0,-33.559433,-23.956177
0,-57.59684,104.87729
0,9.224075,-165.33884
0,-142.60721,153.91232
0,17.946,-143.85413
0,142.84363,97.41931
0,25.960083,137.61255
0,-170.40356,164.09253
0,-116.561516,109.31348
5,160.26682,-173.13823
5,-12.517502,158.20178
5,-86.88768,98.63403
5,-166.60764,177.94452
5,46.54146,-165.22069
5,2.878006,-9.1310425
5,79.245605,-178.12549
5,118.12863,-115.10052
5,-179.87744,-0.64138794
5,-25.53682,137.78824
5,32.100388,-114.80424
5,112.22839,-132.03107
5,-33.03241,-167.03429
5,71.38272,-5.789322
5,-36.797546,63.509613
5,16.819061,156.92004
5,-43.27281,89.75696
5,-49.735275,11.301376
5,-5.4085693,179.09534
5,99.3302,-167.8328
5,103.20465,-156.75443
5,41.575928,106.05344
5,-102.218956,111.12955
5,-146.1224,-124.23731
5,111.753235,167.33664
5,-44.422943,123.723175
5,-117.85329,-43.59453
5,31.234634,-28.89392
5,1.6684723,173.56079
5,-100.54437,179.34167
5,-6.6995697,-173.15472
5,-116.299835,20.967712
5,-108.14273,79.47229
5,21.504517,152.92004
5,61.529434,163.64832
5,-86.07906,-179.85829
5,-148.33127,7.2561646
5,-49.76671,133.232
5,37.60846,-163.1072
5,70.95792,-142.42447
5,13.465652,-176.70206
5,-109.595215,-132.04008
5,-0.018951416,-160.58807
5,176.60947,-132.21126
5,-75.09395,-46.591675
5,161.29803,165.89932
5,-1.7858734,151.34744
5,40.421036,60.522552
5,73.15839,-108.63128
5,164.87305,27.745728
5,-26.945145,173.56207
5,68.93422,-23.901642
5,-16.755112,-143.01375
5,-125.65766,-159.66391
5,86.90448,64.5892
5,-37.435486,-146.48685
5,-28.557114,173.54303
5,93.936584,-152.15944
5,56.743652,-95.1386
5,98.111664,110.39139
5,-126.29223,162.9212
5,-71.25306,-144.95146
5,-96.159645,56.342438
5,-103.281715,122.83212
5,47.35077,118.534
5,166.41632,-46.174393
5,166.53857,164.72067
5,75.58914,-139.54434
5,-106.79979,-78.6357
5,74.34119,174.28625
5,55.9899,-161.9111
5,-95.151085,-177.32141
5,7.1147156,-162.03046
